Grid Size,Reward Condition,Mean Convergence Iters,Std,Optimality Score,Policy Quality (%),Avg Time(s)
5x5,DenseReward,1188.8,1.3038404810405297,0.008,100.0,0.46892175674438474
5x5,SparseReward,23.0,0.0,1.0,100.0,0.0074230670928955075
5x5,ShapedReward,24.0,0.7071067811865476,1.0,100.0,0.01223459243774414
5x5,DeceptiveReward,1259.2,36.540388613149695,0.008,100.0,0.4284543514251709
5x5,NegativeStep,23.0,0.0,1.0,100.0,0.007593345642089844
